"Date/Time (PST)","Barometric Pressure  (mb) ","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) "
"2019-12-29 14:00:00",1018.474,13.01,0,97.5,22.02,0.301,27.82
"2019-12-29 13:00:00",1018.222,13.01,0,97.2,21.88,0.369,27.76
"2019-12-29 12:00:00",1018.474,13.01,0,97.4,21.88,0.436,27.51
"2019-12-29 11:00:00",1018.727,13.01,0,98.5,21.75,0.301,26.96
"2019-12-29 10:00:00",1018.979,13.01,0,99.1,21.75,0.369,26.22
"2019-12-29 09:00:00",1018.73,13.01,0,98.9,21.87,0.434,26.16
"2019-12-29 08:00:00",1017.972,13.01,0,99.4,21.74,0.435,25.97
"2019-12-29 07:00:00",1017.718,13.01,0,99,21.88,0.436,26.28
"2019-12-29 06:00:00",1017.722,13.01,0,99.3,22.01,0.434,26.46
"2019-12-29 05:00:00",1017.719,13.01,0,99.2,22.15,0.369,26.59
"2019-12-29 04:00:00",1018.475,13.01,0,99.4,22.29,0.369,26.77
"2019-12-29 03:00:00",1019.105,13.01,0,99.3,22.42,0.369,26.9
"2019-12-29 02:00:00",1019.231,13.01,0,99.2,22.29,0.369,26.96
"2019-12-29 01:00:00",1019.105,13.01,0,99.1,22.42,0.369,27.08
"2019-12-29 00:00:00",1019.233,13.01,0,99.2,22.49,0.234,27.27
"2019-12-28 23:00:00",1019.609,13.01,0,99.2,22.56,0.234,27.33
"2019-12-28 22:00:00",1019.861,13.01,0,99.6,22.56,0.234,27.33
"2019-12-28 21:00:00",1020.113,13.01,0,99.5,22.49,0.369,27.57
"2019-12-28 20:00:00",1020.365,13.01,0,99.4,19.93,0.436,27.7
"2019-12-28 19:00:00",1020.491,13.01,0,99.4,19.45,0.436,27.7
"2019-12-28 18:00:00",1020.617,13.01,0,99.4,19.45,0.436,27.82
"2019-12-28 17:00:00",1020.995,13.01,0,99.6,19.32,0.436,28
"2019-12-28 16:00:00",1021.122,13.01,0,99.7,19.45,0.436,28.07
"2019-12-28 15:00:00",1020.995,13.01,0,99.1,18.44,0.301,28.44
"2019-12-28 14:00:00",1020.995,13.01,0,98.6,19.32,0.436,28.68
"2019-12-28 13:00:00",1021.122,13.01,0,97.9,18.44,0.436,29.24
"2019-12-28 12:00:00",1021.752,13.01,0,98.3,19.32,0.436,28.74
"2019-12-28 11:00:00",1022.004,13.01,0,99.4,19.45,0.436,28.07
"2019-12-28 10:00:00",1022.445,13.01,0,99.5,19.86,0.436,27.94
"2019-12-28 09:00:00",1022.382,13.01,0,99.8,19.93,0.436,27.94
"2019-12-28 08:00:00",1022.067,13.01,0,100,19.99,0.436,28.5
"2019-12-28 07:00:00",1021.752,13.01,0,100,19.99,0.369,29.11
"2019-12-28 06:00:00",1021.626,13.01,0,100,16.49,2.189,28.81
"2019-12-28 05:00:00",1021.878,13.01,0,99.6,19.86,2.189,27.94
"2019-12-28 04:00:00",1022.508,13.01,0,99.3,19.93,2.189,27.39
"2019-12-28 03:00:00",1022.263,13.01,0,99.5,19.86,2.189,26.96
"2019-12-28 02:00:00",1022.068,13.01,0,99.7,16.62,1.987,26.83
"2019-12-28 01:00:00",1021.626,13.01,0,99.1,19.99,2.122,26.83
"2019-12-28 00:00:00",1021.752,13.01,0,99.6,19.86,2.122,27.82
"2019-12-27 23:00:00",1021.374,13.01,0,98.6,19.72,1.987,29.18
"2019-12-27 22:00:00",1020.995,13.01,0,100,19.72,2.189,31.64
"2019-12-27 21:00:00",1020.743,13.01,0,100,209.4,1.987,32.01
"2019-12-27 20:00:00",1020.491,13.01,0,100,209.4,1.852,32.01
"2019-12-27 19:00:00",1020.113,13.01,0.01,100,19.86,1.717,32.07
"2019-12-27 18:00:00",1019.861,13.01,0.02,100,209.4,1.852,32.14
"2019-12-27 17:00:00",1019.609,13.01,0.02,100,20.53,2.189,32.32
"2019-12-27 16:00:00",1019.231,13.01,0.04,99.7,209.4,1.852,32.44
"2019-12-27 15:00:00",1018.474,13.01,0.02,98.6,209.4,1.719,32.75
"2019-12-27 14:00:00",1017.959,13.01,0.03,95.8,209.4,1.785,33.67
"2019-12-27 13:00:00",1018.096,13.01,0.05,95.5,209.4,1.178,33.37
"2019-12-27 12:00:00",1018.096,13.01,0.04,95.3,209.4,-0.171,32.88
"2019-12-27 11:00:00",1017.97,13.01,0.1,93.5,209.4,0.638,32.26
"2019-12-27 10:00:00",1017.97,13.01,0.04,96,209.4,0.436,29.3
"2019-12-27 09:00:00",1017.725,13.01,0.01,97.5,14.73,0.031,27.39
"2019-12-27 08:00:00",1016.98,13.01,0.02,97.3,20.79,0.434,26.1
"2019-12-27 07:00:00",1016.982,13.01,0,97.1,209.4,0.095,25.67
"2019-12-27 06:00:00",1016.723,13.01,0.01,97.1,209.4,0.098,25.6
"2019-12-27 05:00:00",1016.865,13.01,0.01,96.5,14.59,1.041,25.54
"2019-12-27 04:00:00",1016.984,13.01,0,96.6,18.9,1.309,25.54
"2019-12-27 03:00:00",1016.846,13.01,0.01,96.8,20.12,1.445,25.54
"2019-12-27 02:00:00",1016.731,13.01,0.02,96.6,16.47,1.107,25.6
"2019-12-27 01:00:00",1016.349,13.01,0.02,96.9,20.72,1.309,25.67
"2019-12-27 00:00:00",1016.349,13.01,0.02,96.8,13.77,0.229,25.23
"2019-12-26 23:00:00",1016.734,13.01,0,96.6,14.86,0.232,25.24
"2019-12-26 22:00:00",1016.74,13.01,0,97.2,16.6,0.026,25.11
"2019-12-26 21:00:00",1016.879,13.01,0,96.1,17,0.092,25.05
"2019-12-26 20:00:00",1017.376,13.02,0,94.9,17.82,0.229,24.68
"2019-12-26 19:00:00",1017.377,13.01,0,96.1,17.87,0.227,24.25
"2019-12-26 18:00:00",1017.353,13.01,0,94.9,17.96,0.232,24.49
"2019-12-26 17:00:00",1017.718,13.01,0,94.7,19.05,0.234,25.05
"2019-12-26 16:00:00",1017.844,13.01,0,92.1,17.7,0.031,25.97
"2019-12-26 15:00:00",1017.718,13.01,0,86.9,17.16,0.031,27.33
"2019-12-26 14:00:00",1018.222,13.01,0,78.58,16.08,-0.103,29.92
"2019-12-26 13:00:00",1018.601,13.01,0,84.7,16.89,0.031,27.94
"2019-12-26 12:00:00",1018.79,13.02,0,89.5,17.57,-0.036,25.91
"2019-12-26 11:00:00",1019.134,13.02,0,92.3,17.67,0.024,24.25
"2019-12-26 10:00:00",1019.788,13.02,0,94.3,18.34,0.023,22.65
"2019-12-26 09:00:00",1020.049,13.01,0,95.5,17.94,0.16,21.11
"2019-12-26 08:00:00",1019.792,13.01,0,95.3,17.95,0.16,21.17
"2019-12-26 07:00:00",1019.406,13.01,0,95.3,17.93,0.09,21.66
"2019-12-26 06:00:00",1019.434,13.02,0,95.6,18.21,0.159,21.92
"2019-12-26 05:00:00",1019.073,13.02,0,96.1,18.18,0.153,21.43
"2019-12-26 04:00:00",1019.084,13.02,0,96.2,18.31,0.219,20.63
"2019-12-26 03:00:00",1019.084,13.01,0,96.3,18.72,0.152,19.76
"2019-12-26 02:00:00",1019.071,13.02,0,96.4,19.07,0.224,19.7
"2019-12-26 01:00:00",1018.783,13.02,0,95.1,19.02,0.227,21.05
"2019-12-26 00:00:00",1018.641,13.01,0,95,18.49,0.228,20.68
"2019-12-25 23:00:00",1018.523,13.01,0,96.5,18.22,0.162,22.4
"2019-12-25 22:00:00",1018.492,13.01,0,94.9,17.29,0.232,24.62
"2019-12-25 21:00:00",1017.973,13.01,0,95.2,17.43,0.098,25.97
"2019-12-25 20:00:00",1017.467,13.01,0,93.9,17.3,0.099,26.28
"2019-12-25 19:00:00",1016.773,13.01,0,94.3,17.57,0.099,26.96
"2019-12-25 18:00:00",1016.71,13.01,0,96.9,17.7,0.099,27.45
"2019-12-25 17:00:00",1015.891,13.01,0,95.7,17.43,0.099,27.82
"2019-12-25 16:00:00",1015.575,13.01,0,91,17.16,0.099,29.05
"2019-12-25 15:00:00",1014.945,13.01,0,85.8,17.3,0.099,29.98
"2019-12-25 14:00:00",1014.189,13.01,0,87.9,17.03,0.099,29.42
"2019-12-25 13:00:00",1014.063,13.01,0,87,17.43,0.031,29.73
"2019-12-25 12:00:00",1013.811,13.01,0,85.6,17.03,0.099,29.18
"2019-12-25 11:00:00",1013.685,13.01,0,82.5,17.03,0.234,29.3
"2019-12-25 10:00:00",1013.432,13.01,0,86.9,17.43,0.031,28.68
"2019-12-25 09:00:00",1012.692,13.01,0,92.5,17.69,0.095,26.84
"2019-12-25 08:00:00",1011.931,13.01,0,94.7,17.69,0.232,26.34
"2019-12-25 07:00:00",1011.043,13.01,0,93.7,17.83,0.233,26.4
"2019-12-25 06:00:00",1010.542,13.01,0,95.5,17.7,0.099,26.53
"2019-12-25 05:00:00",1010.033,13.01,0,97,17.84,0.099,26.65
"2019-12-25 04:00:00",1009.72,13.01,0,96.9,17.96,0.231,26.9
"2019-12-25 03:00:00",1009.404,13.01,0,97,17.83,0.232,26.9
"2019-12-25 02:00:00",1009.153,13.01,0,96.4,17.83,0.096,26.96
"2019-12-25 01:00:00",1008.773,13.01,0,95.8,17.97,0.098,27.14
"2019-12-25 00:00:00",1008.643,13.01,0,93.8,18.11,0.234,27.33
"2019-12-24 23:00:00",1008.771,13.01,0,97.4,17.84,0.099,27.39
"2019-12-24 22:00:00",1008.772,13.01,0,98,17.43,0.3,27.45
"2019-12-24 21:00:00",1008.645,13.01,0,98.3,17.83,0.368,27.2
"2019-12-24 20:00:00",1008.643,13.01,0,99,17.29,0.366,26.9
"2019-12-24 19:00:00",1008.585,13.01,0,98.9,18.17,0.233,26.34
"2019-12-24 18:00:00",1008.391,13.01,0,98.5,18.17,0.234,25.6
"2019-12-24 17:00:00",1008.264,13.01,0,94.4,18.24,0.234,26.09
"2019-12-24 16:00:00",1008.138,13.01,0,91,17.84,0.235,28.87
"2019-12-24 15:00:00",1008.024,13.01,0,77.88,17.6,0.039,32.62
"2019-12-24 14:00:00",1007.961,13.01,0,79.62,17.46,-0.028,34.53
"2019-12-24 13:00:00",1008.087,13.01,0,80.8,17.46,-0.096,34.59
"2019-12-24 12:00:00",1008.887,13.01,0,89.9,18.12,-0.033,32.26
"2019-12-24 11:00:00",1009.399,13.01,0,92.3,18.24,-0.036,29.18
"2019-12-24 10:00:00",1010.07,13.02,0,94.4,17.13,-0.043,24.75
"2019-12-24 09:00:00",1009.875,13.02,0,96.9,17.37,-0.051,21.67
"2019-12-24 08:00:00",1009.503,13.02,0,97.1,16.96,0.084,20.13
"2019-12-24 07:00:00",1009.376,13.02,0,95.2,17.64,-0.051,18.84
"2019-12-24 06:00:00",1009.618,13.02,0,93.1,17.64,-0.118,18.22
"2019-12-24 05:00:00",1009.875,13.01,0,97.3,17.38,0.221,19.95
"2019-12-24 04:00:00",1010.202,13.01,0,92.5,18.07,-0.044,19.75
"2019-12-24 03:00:00",1010.705,13.01,0,95.3,17.13,0.16,21.36
"2019-12-24 02:00:00",1010.962,13.01,0,97.2,17.13,0.091,23.14
"2019-12-24 01:00:00",1011.212,13.01,0,98.1,17.54,-0.042,24.13
"2019-12-24 00:00:00",1011.712,13.01,0,98.4,17.4,0.093,22.83
"2019-12-23 23:00:00",1012.211,13.01,0,97.7,17.54,0.16,23.08
"2019-12-23 22:00:00",1012.45,13.01,0,96.6,16.06,0.094,24
"2019-12-23 21:00:00",1012.429,13.01,0,96.8,17.3,0.031,24.37
"2019-12-23 20:00:00",1012.676,13.01,0,97.4,15.68,0.031,26.83
"2019-12-23 19:00:00",1013.054,13.01,0,99.9,15.68,0.031,29.05
"2019-12-23 18:00:00",1013.306,13.01,0,99.5,17.03,0.099,29.73
"2019-12-23 17:00:00",1013.495,13.01,0,99.5,15.68,0.099,30.84
"2019-12-23 16:00:00",1013.432,13.01,0,98.2,17.7,0.099,32.01
"2019-12-23 15:00:00",1013.18,13.01,0,97.1,18.24,0.234,32.63
"2019-12-23 14:00:00",1013.054,13.01,0,96.6,17.03,0.369,33.49
"2019-12-23 13:00:00",1013.243,13.01,0,98.9,19.05,0.369,32.81
"2019-12-23 12:00:00",1013.682,13.01,0,98.7,18.78,0.301,32.32
"2019-12-23 11:00:00",1013.811,13.01,0.01,99,17.16,0.369,32.51
"2019-12-23 10:00:00",1013.811,13.01,0,100,12.98,0.301,31.89
"2019-12-23 09:00:00",1013.558,13.01,0,100,12.85,0.301,30.9
"2019-12-23 08:00:00",1012.802,13.01,0,100,17.7,0.369,30.9
"2019-12-23 07:00:00",1012.172,13.01,0,100,13.72,0.369,30.59
"2019-12-23 06:00:00",1011.668,13.01,0,100,209.4,1.043,30.29
"2019-12-23 05:00:00",1011.164,13.01,0.01,100,209.4,-0.373,30.78
"2019-12-23 04:00:00",1010.659,13.01,0,100,209.4,0.908,30.78
"2019-12-23 03:00:00",1010.155,13.01,0.02,100,209.4,-0.036,30.78
"2019-12-23 02:00:00",1009.399,13.01,0.01,100,209.4,0.301,31.4
"2019-12-23 01:00:00",1008.769,13.01,0.01,100,209.4,0.638,31.46
"2019-12-23 00:00:00",1008.201,13.01,0.02,100,209.4,0.301,31.83
"2019-12-22 23:00:00",1007.886,13.01,0.01,100,209.4,0.638,31.83
"2019-12-22 22:00:00",1007.13,13.01,0.01,100,14.06,0.234,32.2
"2019-12-22 21:00:00",1006.752,13.01,0.02,100,14.73,0.301,32.51
"2019-12-22 20:00:00",1006.374,13.01,0.02,100,14.87,0.436,32.51
"2019-12-22 19:00:00",1006.122,13.01,0.01,100,16.89,0.436,32.51
"2019-12-22 18:00:00",1005.87,13.01,0,100,16.89,0.436,32.57
"2019-12-22 17:00:00",1005.87,13.01,0,100,17.16,0.369,32.38
"2019-12-22 16:00:00",1005.87,13.01,0,99.9,17.3,0.369,32.75
"2019-12-22 15:00:00",1005.87,13.01,0,98.5,16.89,0.369,33.62
"2019-12-22 14:00:00",1005.87,13.01,0,96.5,16.76,0.37,34.29
"2019-12-22 13:00:00",1006.878,13.01,0,98.6,17.03,0.369,33.31
"2019-12-22 12:00:00",1007.256,13.01,0,98.8,16.62,0.301,33.74
"2019-12-22 11:00:00",1008.138,13.01,0,100,16.22,0.369,33
"2019-12-22 10:00:00",1008.895,13.01,0,100,17.03,0.369,32.38
"2019-12-22 09:00:00",1008.895,13.01,0,100,17.03,0.436,31.52
"2019-12-22 08:00:00",1008.643,13.01,0,100,17.03,0.436,30.59
"2019-12-22 07:00:00",1008.895,13.01,0,100,16.76,0.436,30.78
"2019-12-22 06:00:00",1009.147,13.01,0,100,17.03,0.436,30.66
"2019-12-22 05:00:00",1008.895,13.01,0,100,16.62,0.503,30.59
"2019-12-22 04:00:00",1009.399,13.01,0,100,17.7,0.436,30.9
"2019-12-22 03:00:00",1009.903,13.01,0,100,18.11,0.503,30.96
"2019-12-22 02:00:00",1009.903,13.01,0,100,18.51,0.503,30.9
"2019-12-22 01:00:00",1010.029,13.01,0,100,18.51,0.503,30.53
"2019-12-22 00:00:00",1010.155,13.01,0,100,18.24,0.369,29.98
"2019-12-21 23:00:00",1010.155,13.01,0,100,17.7,0.234,30.53
"2019-12-21 22:00:00",1010.155,13.01,0,100,17.57,0.234,31.09
"2019-12-21 21:00:00",1010.281,13.01,0,100,18.04,0.234,30.59
"2019-12-21 20:00:00",1009.651,13.01,0,100,18.04,0.301,31.33
"2019-12-21 19:00:00",1009.777,13.01,0,100,17.84,0.301,31.89
"2019-12-21 18:00:00",1009.525,13.01,0,100,18.38,0.234,32.07
"2019-12-21 17:00:00",1008.643,13.01,0.01,100,17.7,0.234,32.26
"2019-12-21 16:00:00",1008.895,13.01,0,100,17.03,0.234,32.38
"2019-12-21 15:00:00",1008.391,13.01,0.02,99.6,17.97,0.301,33
"2019-12-21 14:00:00",1008.138,13.01,0,99.5,19.59,0.369,33.86
"2019-12-21 13:00:00",1008.008,13.01,0,99.2,18.38,0.371,34.23
"2019-12-21 12:00:00",1007.633,13.01,0.03,99.2,19.39,0.369,35.09
"2019-12-21 11:00:00",1007.76,13.01,0.02,100,19.45,0.369,35.09
"2019-12-21 10:00:00",1008.012,13.01,0.03,100,18.78,0.301,35.22
"2019-12-21 09:00:00",1007.508,13.01,0.03,100,19.79,0.234,33.74
"2019-12-21 08:00:00",1007.13,13.01,0.04,100,19.05,0.301,33.12
"2019-12-21 07:00:00",1006.626,13.01,0.06,100,19.59,0.234,32.94
"2019-12-21 06:00:00",1007.13,13.01,0.07,100,19.72,0.234,32.94
"2019-12-21 05:00:00",1007.13,13.01,0.08,100,19.99,0.503,32.88
"2019-12-21 04:00:00",1007.634,13.01,0.09,100,19.99,0.369,32.63
"2019-12-21 03:00:00",1008.138,13.01,0.08,100,20.13,0.369,32.63
"2019-12-21 02:00:00",1008.454,13.01,0.08,100,20.13,0.503,32.63
"2019-12-21 01:00:00",1008.643,13.01,0.07,100,20.13,0.503,32.57
"2019-12-21 00:00:00",1009.147,13.01,0.08,100,20.4,0.503,32.51
"2019-12-20 23:00:00",1009.777,13.01,0.06,100,20.2,0.503,32.51
"2019-12-20 22:00:00",1009.651,13.01,0.05,100,19.59,0.503,32.51
"2019-12-20 21:00:00",1009.147,13.01,0.06,100,19.79,0.503,32.38
"2019-12-20 20:00:00",1009.903,13.01,0.1,100,21.07,0.503,32.38
"2019-12-20 19:00:00",1009.777,13.01,0.1,100,20.6,0.436,32.81
"2019-12-20 18:00:00",1010.155,13.01,0.1,100,19.99,0.503,32.51
"2019-12-20 17:00:00",1009.903,13.01,0.06,100,19.79,0.369,33
"2019-12-20 16:00:00",1009.651,13.01,0.11,100,20.94,0.503,32.57
"2019-12-20 15:00:00",1009.399,13.01,0.15,100,21.34,0.369,32.81
"2019-12-20 14:00:00",1009.147,13.01,0.15,100,21.07,0.436,32.94
"2019-12-20 13:00:00",1009.525,13.01,0.22,100,21.61,0.503,32.75
"2019-12-20 12:00:00",1009.651,13.01,0.17,100,22.02,0.638,32.63
"2019-12-20 11:00:00",1009.525,13.01,0.19,100,22.02,0.638,32.51
"2019-12-20 10:00:00",1009.777,13.01,0.19,100,22.35,0.638,32.38
"2019-12-20 09:00:00",1009.588,13.01,0.23,100,22.56,0.638,32.32
"2019-12-20 08:00:00",1009.147,13.01,0.22,100,23.37,0.638,32.2
"2019-12-20 07:00:00",1008.895,13.01,0.23,100,22.76,0.638,32.26
"2019-12-20 06:00:00",1008.517,13.01,0.29,100,23.5,0.503,32.26
"2019-12-20 05:00:00",1008.895,13.01,0.3,100,23.63,7.988,32.07
"2019-12-20 04:00:00",1008.391,13.01,0.31,100,24.04,7.651,32.01
"2019-12-20 03:00:00",1008.517,13.01,0.33,100,24.31,8.46,31.95
"2019-12-20 02:00:00",1007.76,13.01,0.33,100,24.58,8.59,31.77
"2019-12-20 01:00:00",1007.382,13.01,0.32,100,25.25,8.86,31.52
"2019-12-20 00:00:00",1007.13,13.01,0.18,100,25.52,9.47,30.9
"2019-12-19 23:00:00",1006.752,13.01,0.09,100,26.74,10.15,29.92
"2019-12-19 22:00:00",1006.381,13.01,0.02,99.7,25.72,10.08,27.94
"2019-12-19 21:00:00",1006.249,13.01,0.03,98.6,24.04,9.67,26.71
"2019-12-19 20:00:00",1006.563,13.01,0.02,98.5,209.4,8.06,26.59
"2019-12-19 19:00:00",1006.638,13.01,0.03,98.6,209.4,7.11,26.59
"2019-12-19 18:00:00",1006.945,13.01,0.1,98.4,209.4,6.032,26.46
"2019-12-19 17:00:00",1007.141,13.02,0.17,98.7,209.4,4.009,26.28
"2019-12-19 16:00:00",1007.508,13.02,0.17,98.4,209.4,3.267,25.97
"2019-12-19 15:00:00",1007.7,13.02,0.07,98.4,209.4,0.908,26.09
"2019-12-19 14:00:00",1008.012,13.01,0.04,96.5,209.4,-0.036,26.59
"2019-12-19 13:00:00",1009.021,13.01,0.01,94.7,15.95,0.436,27.39
"2019-12-19 12:00:00",1010.533,13.01,0.01,94,15.27,0.436,27.08
"2019-12-19 11:00:00",1011.164,13.01,0.02,90.6,15.21,0.436,27.94
"2019-12-19 10:00:00",1011.672,13.01,0,94.8,13.12,0.436,26.53
"2019-12-19 09:00:00",1011.308,13.01,0.01,96.3,13.24,0.432,25.6
"2019-12-19 08:00:00",1011.318,13.01,0.01,97.4,209.4,0.431,25.11
"2019-12-19 07:00:00",1011.303,13.01,0,97.1,209.4,0.501,24.62
"2019-12-19 06:00:00",1011.187,13.01,0.01,96.6,209.4,0.433,25.24
"2019-12-19 05:00:00",1011.071,13.01,0.01,97.1,209.4,4.139,25.05
"2019-12-19 04:00:00",1010.688,13.01,0.01,97.3,209.4,3.601,24.87
"2019-12-19 03:00:00",1009.811,13.01,0,97,209.4,1.846,24.81
"2019-12-19 02:00:00",1009.31,13.01,0.03,97.2,209.4,1.308,24.75
"2019-12-19 01:00:00",1009.311,13.01,0.05,96.6,13.63,4.003,24.75
"2019-12-19 00:00:00",1009.433,13.01,0.06,96.7,209.4,1.915,24.68
"2019-12-18 23:00:00",1009.567,13.02,0.05,97,209.4,1.441,24.62
"2019-12-18 22:00:00",1009.561,13.02,0.05,97.2,209.4,1.239,24.5
"2019-12-18 21:00:00",1009.693,13.02,0.03,96.6,209.4,0.767,24.38
"2019-12-18 20:00:00",1010.07,13.02,0.01,95.2,12.02,0.027,24.56
"2019-12-18 19:00:00",1010.184,13.02,0,94.7,13.77,0.431,24.62
"2019-12-18 18:00:00",1010.438,13.01,0,93.6,13.78,0.232,24.68
"2019-12-18 17:00:00",1011.04,13.01,0,93.9,13.92,0.435,25.17
"2019-12-18 16:00:00",1011.164,13.01,0,92.3,13.79,0.436,25.6
"2019-12-18 15:00:00",1011.038,13.01,0,88.4,13.66,0.301,27.08
"2019-12-18 14:00:00",1010.912,13.01,0.01,85.8,13.52,0.301,27.39
"2019-12-18 13:00:00",1011.668,13.01,0.02,89,13.52,0.234,26.59
"2019-12-18 12:00:00",1012.803,13.01,0.01,88.2,13.52,0.234,26.4
"2019-12-18 11:00:00",1013.705,13.01,0,90.2,13.78,0.231,25.6
"2019-12-18 10:00:00",1013.985,13.01,0,91.7,13.76,0.228,24.69
"2019-12-18 09:00:00",1014.107,13.01,0.01,95.4,13.89,0.227,23.27
"2019-12-18 08:00:00",1013.861,13.01,0,95.8,14.17,0.229,22.65
"2019-12-18 07:00:00",1014.234,13.02,0,96.8,14.03,0.363,22.16
"2019-12-18 06:00:00",1014.745,13.02,0,95.5,14.17,0.362,21.97
"2019-12-18 05:00:00",1014.995,13.01,0,96.3,14.03,0.429,22.22
"2019-12-18 04:00:00",1015.624,13.02,0.01,97.1,14.03,0.361,21.91
"2019-12-18 03:00:00",1016.502,13.02,0,97.2,13.9,0.363,22.46
"2019-12-18 02:00:00",1016.754,13.02,0,97,13.89,0.361,22.83
"2019-12-18 01:00:00",1017.259,13.02,0,96.6,14.03,0.361,23.64
"2019-12-18 00:00:00",1017.263,13.01,0,96.5,13.9,0.363,23.95
