"Date/Time (PST)","Barometric Pressure  (mb) ","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) "
"2021-12-28 15:00:00",1004.287,12.53,0,85.6,168.2,0.693,19.08
"2021-12-28 14:00:00",1004.277,12.53,0,81.9,95.7,0.693,20.68
"2021-12-28 13:00:00",1005.183,12.54,0,77.09,168.4,0.69,21.92
"2021-12-28 12:00:00",1005.423,12.56,0,79.48,60.67,-0.051,20.68
"2021-12-28 11:00:00",1005.84,12.65,0,79.22,132,0.078,21.61
"2021-12-28 10:00:00",1005.972,12.92,0.01,85.7,62.01,0.144,19.95
"2021-12-28 09:00:00",1005.972,13.03,0,90.4,60.8,0.077,16.99
"2021-12-28 08:00:00",1005.72,13.03,0,91.7,97.5,0.077,16.25
"2021-12-28 07:00:00",1004.964,13.03,0,91.1,62.13,0.009,16.12
"2021-12-28 06:00:00",1005.027,13.03,0,91.3,63.16,0.009,15.45
"2021-12-28 05:00:00",1004.838,13.03,0,90.9,63.52,0.211,15.01
"2021-12-28 04:00:00",1005.216,13.03,0,90.9,98.4,0.279,14.83
"2021-12-28 03:00:00",1005.72,13.03,0.01,90.9,62.27,0.684,14.58
"2021-12-28 02:00:00",1005.468,13.03,0,91,61.24,0.279,13.9
"2021-12-28 01:00:00",1005.216,13.03,0,90.4,63.89,-0.126,13.35
"2021-12-28 00:00:00",1005.09,13.03,0.01,90.1,63.64,-0.193,12.92
"2021-12-27 23:00:00",1005.216,13.03,0,90.2,62.95,0.009,12.24
"2021-12-27 22:00:00",1004.965,13.03,0,90,63.32,0.009,11.38
"2021-12-27 21:00:00",1004.971,13.03,0,90.2,63.65,-0.127,10.08
"2021-12-27 20:00:00",1004.711,13.03,0,88.5,63.62,-0.193,11.31
"2021-12-27 19:00:00",1004.459,13.03,0,89.1,63.01,-0.126,12.18
"2021-12-27 18:00:00",1004.838,13.04,0,91.5,62.27,0.009,12.73
"2021-12-27 17:00:00",1004.648,13.04,0,91.6,63.16,-0.126,13.35
"2021-12-27 16:00:00",1004.207,13.04,0,91.1,63.39,0.009,13.78
"2021-12-27 15:00:00",1003.961,13.04,0,88,63.35,0.018,15.37
"2021-12-27 14:00:00",1003.349,13.03,0,78.27,62.51,-0.38,18.08
"2021-12-27 13:00:00",1003.664,13.03,0,57.41,62.88,-0.38,27.57
"2021-12-27 12:00:00",1004.142,13.04,0,62.59,62.72,-0.859,22.9
"2021-12-27 11:00:00",1005.153,13.04,0.02,73.67,63.24,-0.665,17.11
"2021-12-27 10:00:00",1005.255,13.05,0,84,99.3,-0.479,10.1
"2021-12-27 09:00:00",1004.435,13.05,0,86.1,99.6,-0.141,4.853
"2021-12-27 08:00:00",1004.562,13.05,0,85.8,100,-0.411,2.324
"2021-12-27 07:00:00",1003.931,13.05,0,84.7,134.1,-0.411,3.249
"2021-12-27 06:00:00",1003.678,13.05,0,86.4,204.8,-0.14,6.396
"2021-12-27 05:00:00",1003.531,13.04,0,87.7,204.8,2.428,8.24
"2021-12-27 04:00:00",1003.259,13.05,0,88.6,170.5,3.442,9.84
"2021-12-27 03:00:00",1003.502,13.04,0,88.5,67.44,3.442,9.6
"2021-12-27 02:00:00",1002.616,13.04,0,87.2,135.1,3.241,9.97
"2021-12-27 01:00:00",1001.961,13.05,0,88.3,134.4,3.245,10.45
"2021-12-27 00:00:00",1001.31,13.04,0.01,88.4,169.8,2.977,10.94
"2021-12-26 23:00:00",1000.803,13.04,0.01,88.4,100.8,3.044,11.68
"2021-12-26 22:00:00",1000.046,13.04,0.02,89.2,67.62,3.314,12.79
"2021-12-26 21:00:00",999.2894,13.04,0,89.5,66.22,2.842,13.35
"2021-12-26 20:00:00",998.659,13.04,0.02,90.3,67.01,3.247,14.52
"2021-12-26 19:00:00",997.9655,13.05,0.03,89.6,135.8,2.572,15.57
"2021-12-26 18:00:00",997.3981,13.46,0.03,90.4,101.8,1.628,17.23
"2021-12-26 17:00:00",996.7676,13.04,0.02,91.7,67.59,1.426,18.04
"2021-12-26 16:00:00",996.011,13.04,0.03,91.6,67.09,1.426,18.84
"2021-12-26 15:00:00",995.5065,13.04,0.03,90.4,66.45,1.156,19.21
"2021-12-26 14:00:00",994.9977,13.04,0.01,88.5,100.3,0.687,19.82
"2021-12-26 13:00:00",994.7371,13.22,0.05,87.6,67.56,0.552,20.44
"2021-12-26 12:00:00",994.4508,13.32,0.02,89,67.96,-0.05,19.75
"2021-12-26 11:00:00",994.3503,12.57,0,86,68.16,-0.058,20.99
"2021-12-26 10:00:00",994.1197,12.58,0,86.2,68.31,-0.058,20.69
"2021-12-26 09:00:00",993.5522,12.58,0,92.4,68.34,-0.126,18.04
"2021-12-26 08:00:00",992.8588,12.6,0,92.8,68.64,-0.328,16.37
"2021-12-26 07:00:00",992.8588,12.66,0,92,68.78,-0.126,19.09
"2021-12-26 06:00:00",992.6066,12.9,0,92.1,67.94,-0.126,18.84
"2021-12-26 05:00:00",992.6066,13.03,0,90.7,67.99,5.81,18.84
"2021-12-26 04:00:00",992.6066,13.03,0,87.6,100.5,5.945,19.52
"2021-12-26 03:00:00",992.7327,13.03,0.02,89.9,67.56,5.877,19.89
"2021-12-26 02:00:00",992.3538,13.03,0.01,89.8,204.4,5.945,20.81
"2021-12-26 01:00:00",992.5337,13.03,0,87.9,101.7,5.675,21.18
"2021-12-26 00:00:00",992.8574,13.03,0,87.4,67.86,5.473,22.05
"2021-12-25 23:00:00",993.0841,13.03,0,89.4,101.2,4.398,21.92
"2021-12-25 22:00:00",993.3007,13.03,0.02,86.8,104.1,4.47,23.27
"2021-12-25 21:00:00",993.5503,13.03,0.03,90.3,69.37,5.751,24.07
"2021-12-25 20:00:00",993.4315,13.03,0.05,90.9,69.55,5.884,24.62
"2021-12-25 19:00:00",993.3037,13.03,0,95,103,4.603,24.75
"2021-12-25 18:00:00",994.0635,13.03,0.02,94.2,170,4.603,25.36
"2021-12-25 17:00:00",994.4382,13.03,0.03,94.2,103.1,4.334,26.1
"2021-12-25 16:00:00",994.9307,13.03,0.07,93.1,67.63,4.201,26.9
"2021-12-25 15:00:00",994.9068,13.02,0.04,91.8,67.25,1.777,27.2
"2021-12-25 14:00:00",995.5353,13.02,0.05,91.4,65.01,1.103,28.75
"2021-12-25 13:00:00",996.0378,13.02,0.02,89.3,64.86,2.047,29.36
"2021-12-25 12:00:00",996.542,13.02,0,84.8,64.29,1.643,31.58
"2021-12-25 11:00:00",997.3002,13.03,0.01,90,101.4,1.507,29.3
"2021-12-25 10:00:00",997.5827,13.39,0.01,89.8,67.43,0.627,29.25
"2021-12-25 09:00:00",997.835,13.03,0.04,95.2,66.96,-0.047,27.09
"2021-12-25 08:00:00",997.3302,13.03,0.04,91.7,100.8,0.221,27.58
"2021-12-25 07:00:00",997.0865,13.03,0.03,94.5,67.51,0.019,27.77
"2021-12-25 06:00:00",996.5812,13.03,0.06,93.7,66.66,-0.048,27.71
"2021-12-25 05:00:00",996.3296,13.04,0.04,94,66.8,11.08,27.83
"2021-12-25 04:00:00",996.5817,13.04,0.05,91.5,67.04,11.21,28.08
"2021-12-25 03:00:00",996.2025,13.03,0.06,93.3,67.52,11.08,28.08
"2021-12-25 02:00:00",995.6972,13.03,0.04,93.1,65.67,11.08,28.08
"2021-12-25 01:00:00",995.1936,13.03,0.11,96.6,66.15,11.14,27.21
"2021-12-25 00:00:00",994.7567,13.03,0.07,96.1,65.36,9.86,27.34
"2021-12-24 23:00:00",994.4371,13.03,0.1,96.1,99.3,7.03,27.4
"2021-12-24 22:00:00",994.0636,13.03,0.04,97.4,98,7.166,27.52
"2021-12-24 21:00:00",993.6906,13.03,0.01,97.3,98.2,6.358,27.52
"2021-12-24 20:00:00",993.6826,13.03,0.03,97.4,64.87,6.423,27.46
"2021-12-24 19:00:00",993.181,13.03,0.02,97.3,63.58,6.494,27.21
"2021-12-24 18:00:00",992.7993,13.02,0.02,96.7,63.76,5.819,27.34
"2021-12-24 17:00:00",992.5239,13.03,0,95.9,64.47,4.472,27.08
"2021-12-24 16:00:00",992.131,13.02,0,92.1,63.87,4.743,28.19
"2021-12-24 15:00:00",991.7574,13.03,0.06,88.8,97.9,4.879,29.79
"2021-12-24 14:00:00",991.3795,13.03,0.04,89.6,60.75,4.202,29.05
"2021-12-24 13:00:00",991.2594,13.38,0.05,88.4,61.34,3.799,29.49
"2021-12-24 12:00:00",991.6444,13.03,0.05,93,60.4,2.72,27.7
"2021-12-24 11:00:00",992.0341,13.03,0.04,92.1,132.7,2.111,27.95
"2021-12-24 10:00:00",992.0405,13.03,0.02,94.2,132.4,1.299,27.34
"2021-12-24 09:00:00",991.67,13.03,0.02,96.1,61.04,1.501,26.78
"2021-12-24 08:00:00",991.4186,13.03,0.03,96.6,60.19,0.691,26.6
"2021-12-24 07:00:00",991.5408,13.03,0.06,96.7,59.94,0.693,26.84
"2021-12-24 06:00:00",991.7943,13.03,0.04,97.3,59.27,-0.048,26.97
"2021-12-24 05:00:00",992.1749,13.03,0.09,96.9,204.4,9.32,26.97
"2021-12-24 04:00:00",992.298,13.03,0.08,96.9,57.72,8.72,26.97
"2021-12-24 03:00:00",992.7329,13.03,0.08,97.1,56.6,7.437,27.15
"2021-12-24 02:00:00",993.2415,13.03,0.05,96.7,54.94,6.357,26.97
"2021-12-24 01:00:00",993.8029,13.03,0.04,96.5,56.6,5.751,26.96
"2021-12-24 00:00:00",994.6866,13.03,0.07,96.2,129.8,5.413,27.15
"2021-12-23 23:00:00",995.1926,13.03,0.05,96.6,204.8,-240.3,27.21
"2021-12-23 22:00:00",995.1866,13.03,0.01,95.3,167,3.389,27.21
"2021-12-23 21:00:00",995.1995,13.03,0,90.3,52.8,3.255,27.46
"2021-12-23 20:00:00",995.3264,13.03,0,93.5,53.77,3.255,27.15
"2021-12-23 19:00:00",995.5668,13.03,0,93,53.47,3.256,27.4
"2021-12-23 18:00:00",995.8141,13.03,0.03,88,91.8,3.324,28.5
"2021-12-23 17:00:00",995.8148,13.03,0.02,86.3,55.05,2.99,28.81
"2021-12-23 16:00:00",995.7928,13.03,0.01,92.7,55.68,2.856,28.87
"2021-12-23 15:00:00",995.5336,13.03,0,88.2,56.18,2.924,29.42
"2021-12-23 14:00:00",995.4075,13.03,0.06,88.7,55.86,2.789,30.04
"2021-12-23 13:00:00",995.2863,13.03,0.08,91.3,56.27,2.587,29.67
"2021-12-23 12:00:00",995.5379,13.03,0.07,91.7,55.22,2.516,29.3
"2021-12-23 11:00:00",995.7936,13.03,0.04,93.2,53.29,2.182,29.3
"2021-12-23 10:00:00",995.54,13.03,0.06,95.9,90.9,1.238,29.79
"2021-12-23 09:00:00",995.5405,13.03,0.02,94.6,54.73,0.225,29.55
"2021-12-23 08:00:00",995.4089,13.02,0.09,98.4,53.26,0.833,29.79
"2021-12-23 07:00:00",995.5392,13.02,0.04,98.1,90.3,0.025,29.98
"2021-12-23 06:00:00",996.0426,13.02,0.04,98.8,128.7,-0.043,30.23
"2021-12-23 05:00:00",996.2931,13.02,0.08,98.9,91,8.12,30.29
"2021-12-23 04:00:00",995.7922,13.02,0.09,98.6,51.08,7.036,30.16
"2021-12-23 03:00:00",996.9289,13.02,0.12,98.9,51.14,6.767,30.1
"2021-12-23 02:00:00",997.0524,13.02,0.06,98.6,87.9,5.351,29.79
"2021-12-23 01:00:00",997.5639,13.02,0.01,98.5,87.6,4.271,29.8
"2021-12-23 00:00:00",998.3147,13.02,0,98,89.2,4.743,29.49
"2021-12-22 23:00:00",999.2064,13.02,0,98.5,48.57,4.875,29.37
"2021-12-22 22:00:00",999.5928,13.02,0,97.7,48.87,4.944,28.81
"2021-12-22 21:00:00",999.7262,13.02,0.03,97.7,49.72,4.942,28.81
"2021-12-22 20:00:00",1000.352,13.02,0.03,97.4,52.08,4.536,28.69
"2021-12-22 19:00:00",1001.233,13.02,0.02,97.6,51.4,4.673,28.57
"2021-12-22 18:00:00",1001.494,13.02,0.05,97.4,50.83,4.469,28.44
"2021-12-22 17:00:00",1001.863,13.02,0.1,96.6,87.1,3.996,28.26
"2021-12-22 16:00:00",1002.115,13.03,0.07,95,125.8,2.717,28.32
"2021-12-22 15:00:00",1002.618,13.02,0.05,94,47.63,1.3,28.5
"2021-12-22 14:00:00",1003.641,13.03,0.06,93.8,46.84,0.627,28.45
"2021-12-22 13:00:00",1004.505,13.02,0.01,94.7,48.08,0.018,28.81
"2021-12-22 12:00:00",1005.372,13.03,0,97.7,48.09,0.023,28.13
"2021-12-22 11:00:00",1006.248,13.03,0,95.3,48.09,0.159,28.87
"2021-12-22 10:00:00",1006.374,13.02,0.01,96.3,48.61,0.022,31.64
"2021-12-22 09:00:00",1006.878,13.02,0.05,98.9,48.85,0.159,31.4
"2021-12-22 08:00:00",1007.067,13.02,0.08,98.8,49.07,0.025,32.14
"2021-12-22 07:00:00",1007.256,13.02,0.05,98.2,49.34,0.159,33.62
"2021-12-22 06:00:00",1007.319,13.02,0.09,98.8,49.39,0.159,32.81
"2021-12-22 05:00:00",1007.13,13.02,0.05,96.4,49.78,0.564,33.37
"2021-12-22 04:00:00",1008.141,13.02,0.1,99.6,50.25,0.631,32.07
"2021-12-22 03:00:00",1008.649,13.38,0.09,99.4,50,0.631,31.58
"2021-12-22 02:00:00",1008.938,13.03,0.1,100,50.13,0.354,30.54
"2021-12-22 01:00:00",1008.932,13.02,0.1,98,49.69,0.422,28.07
"2021-12-22 00:00:00",1009.556,13.03,0.08,98,50.13,0.019,28.07
"2021-12-21 23:00:00",1009.944,13.03,0.07,98.6,50.26,0.155,28.01
"2021-12-21 22:00:00",1010.694,13.03,0.03,97.9,50.4,0.018,27.58
"2021-12-21 21:00:00",1011.458,13.03,0.07,97.9,50.53,0.019,27.83
"2021-12-21 20:00:00",1012.223,13.03,0.02,97.5,50.57,0.017,26.78
"2021-12-21 19:00:00",1012.846,13.03,0.02,97.4,50.65,-0.05,26.53
"2021-12-21 18:00:00",1013.218,13.03,0.02,97,50.74,-0.05,26.22
"2021-12-21 17:00:00",1014.485,13.03,0.01,96.6,50.7,-0.048,25.55
"2021-12-21 16:00:00",1014.985,13.03,0,96.2,50.55,-0.05,25.24
"2021-12-21 15:00:00",1015.686,13.03,0,95.7,50.52,-0.048,25.12
"2021-12-21 14:00:00",1016.245,13.03,0,94.9,50.4,-0.117,25.12
"2021-12-21 13:00:00",1016.887,13.03,0,94.6,50.62,-0.116,24.81
"2021-12-21 12:00:00",1017.511,13.03,0,91.6,50.6,-0.117,26.16
"2021-12-21 11:00:00",1018.524,13.03,0,94.6,50.84,-0.118,24.38
"2021-12-21 10:00:00",1018.793,13.03,0,96.3,50.98,-0.051,24.13
"2021-12-21 09:00:00",1019.044,13.03,0,96.7,51.06,-0.051,23.64
"2021-12-21 08:00:00",1018.796,13.03,0,96.9,51.27,-0.051,23.83
"2021-12-21 07:00:00",1019.161,13.03,0,97,51.41,-0.05,24.13
"2021-12-21 06:00:00",1019.52,13.03,0,96.9,51.43,0.084,24.37
"2021-12-21 05:00:00",1019.838,13.03,0,96.7,51.61,6.762,24.62
"2021-12-21 04:00:00",1020.78,13.03,0,96.6,51.71,6.762,24.99
"2021-12-21 03:00:00",1020.656,13.03,0,96.3,51.82,6.828,25.12
"2021-12-21 02:00:00",1020.285,13.03,0,96.8,51.88,6.899,25.12
"2021-12-21 01:00:00",1020.406,13.03,0,97,52.04,6.896,25.18
"2021-12-21 00:00:00",1020.79,13.03,0,96.3,52.15,7.034,25.49
"2021-12-20 23:00:00",1020.918,13.03,0.03,95.9,52.29,6.897,25.8
"2021-12-20 22:00:00",1020.474,13.03,0.01,96.6,52.59,6.898,26.84
"2021-12-20 21:00:00",1019.776,13.03,0,98.2,52.71,6.896,27.34
"2021-12-20 20:00:00",1019.017,13.03,0.01,97.7,52.81,6.896,27.7
"2021-12-20 19:00:00",1018.389,13.03,0.01,97.6,53.1,7.032,27.52
"2021-12-20 18:00:00",1018.253,13.03,0.01,96.9,53.09,7.167,27.33
"2021-12-20 17:00:00",1018.02,13.03,0.02,96.9,52.12,7.032,26.6
"2021-12-20 16:00:00",1017.383,13.03,0.02,95.6,51.73,7.03,26.35
"2021-12-20 15:00:00",1016.993,13.03,0.01,93.1,51.56,6.898,26.66
"2021-12-20 14:00:00",1016.622,13.03,0.02,92.1,90.3,6.897,26.9
"2021-12-20 13:00:00",1016.5,13.03,0.03,92.3,52.11,6.897,26.6
"2021-12-20 12:00:00",1016.243,13.03,0.06,92.6,51.02,6.561,26.22
"2021-12-20 11:00:00",1016.248,13.03,0.1,92.4,51.29,5.682,26.23
"2021-12-20 10:00:00",1015.872,13.03,0.13,94.4,50.77,5.818,25.24
"2021-12-20 09:00:00",1015.372,13.03,0.11,95.6,86.9,4.267,24.62
"2021-12-20 08:00:00",1014.87,13.03,0,95.6,3.863,2.31,24.62
"2021-12-20 07:00:00",1014.484,13.03,0.06,95.6,85.1,-0.273,24.62
"2021-12-20 06:00:00",1014.489,13.03,0.06,95.9,85.2,-1.15,24.69
"2021-12-20 05:00:00",1014.491,13.03,0.03,95.4,44.46,0.265,24.5
"2021-12-20 04:00:00",1014.738,13.03,0.05,95.6,43.32,-0.073,24.62
"2021-12-20 03:00:00",1015.007,13.03,0.02,95.2,42.79,-0.813,24.44
"2021-12-20 02:00:00",1015.274,13.03,0,92.8,42.76,-1.085,24.38
"2021-12-20 01:00:00",1015.165,13.03,0,94.6,43.19,-1.022,23.77
"2021-12-20 00:00:00",1015.038,13.03,0,93.6,43.31,-1.222,23.09
"2021-12-19 23:00:00",1015.216,13.03,0,95.1,43.46,-1.154,23.03
"2021-12-19 22:00:00",1015.265,13.03,0,94.6,43.7,-1.152,23.52
"2021-12-19 21:00:00",1014.988,13.02,0,94.3,43.56,-1.216,23.76
"2021-12-19 20:00:00",1014.741,13.03,0,94.7,43.47,-1.014,25.24
"2021-12-19 19:00:00",1014.236,13.02,0,95.8,43.28,-1.15,26.17
"2021-12-19 18:00:00",1014.235,13.02,0,95.8,43.51,-1.151,26.6
"2021-12-19 17:00:00",1013.708,13.02,0,95.4,43.81,-1.145,27.09
"2021-12-19 16:00:00",1013.432,13.02,0,94,43.6,-1.075,28.44
"2021-12-19 15:00:00",1013.307,13.02,0,90.7,43.63,-1.345,29.79
"2021-12-19 14:00:00",1012.928,13.02,0,88.7,43.31,-1.48,32.14
"2021-12-19 13:00:00",1012.928,13.02,0,91.6,42.78,-1.278,30.78
"2021-12-19 12:00:00",1012.932,13.02,0,87.6,43.06,-1.21,32.75
"2021-12-19 11:00:00",1013.205,13.02,0,96.3,43.02,-1.216,29.68
"2021-12-19 10:00:00",1013.094,13.03,0,96.8,44.51,11.93,27.34
"2021-12-19 09:00:00",1012.597,13.02,0,97.3,43.65,12.27,26.23
"2021-12-19 08:00:00",1012.334,13.02,0,97.4,44.14,12.41,26.59
"2021-12-19 07:00:00",1012.326,13.02,0,97.7,42.93,12.54,27.89
"2021-12-19 06:00:00",1011.829,13.02,0,98.3,42.67,12.54,28.32
"2021-12-19 05:00:00",1011.837,13.02,0,98.1,42.95,6.136,28.01
"2021-12-19 04:00:00",1011.459,13.02,0,97.8,43.5,6.134,27.52
"2021-12-19 03:00:00",1011.836,13.02,0,97.6,43.77,6.134,27.58
"2021-12-19 02:00:00",1011.583,13.02,0,97.6,44.81,6.134,27.58
"2021-12-19 01:00:00",1011.334,13.02,0.03,97.5,45.54,6.065,27.58
"2021-12-19 00:00:00",1011.455,13.02,0.11,97.4,45.84,6.133,27.4
"2021-12-18 23:00:00",1010.96,13.03,0.11,97,45.54,6.133,26.84
"2021-12-18 22:00:00",1010.7,13.02,0.12,96.6,46,6.066,27.09
"2021-12-18 21:00:00",1010.703,13.03,0.14,96.5,46.22,6.135,27.77
"2021-12-18 20:00:00",1010.424,13.39,0.15,97.9,46.08,6.205,28.19
"2021-12-18 19:00:00",1010.041,13.03,0.16,98.5,45.85,6.206,29.92
"2021-12-18 18:00:00",1010.033,13.02,0.17,99.1,44.82,5.532,30.23
"2021-12-18 17:00:00",1009.421,13.03,0.17,99.3,43.24,3.573,30.17
"2021-12-18 16:00:00",1008.818,13.03,0.15,98.9,42.91,2.964,29.31
"2021-12-18 15:00:00",1008.184,13.04,0.12,98.5,44.12,2.09,27.71
"2021-12-18 14:00:00",1007.595,13.05,0.09,97.8,43.75,2.012,25.74
"2021-12-18 13:00:00",1008.742,13.04,0.07,95.7,43.52,1.742,22.78
"2021-12-18 12:00:00",1010.133,13.04,0.08,94.6,43.69,1.405,21.92
"2021-12-18 11:00:00",1011.394,13.04,0.08,93.9,43.17,1.135,21.43
"2021-12-18 10:00:00",1012.781,13.04,0.07,93.9,42.75,0.933,21.31
"2021-12-18 09:00:00",1013.664,13.04,0.05,94.2,42.91,0.528,21.12
"2021-12-18 08:00:00",1014.547,13.04,0.04,93.9,43.62,0.056,20.94
"2021-12-18 07:00:00",1015.429,13.04,0.06,94.4,43.77,0.258,21.74
